ident,type,latitude_deg,longitude_deg,elevation_ft
TBE,VORTAC,37.25870132,-103.5999985,5730
TBN,VOR,37.74240112,-92.13899994,1175
TCC,VORTAC,35.18209839,-103.598999,4070
TCH,VORTAC,40.85029984,-111.9820023,4220
TCM,VORTAC,47.14770126,-122.4749985,284
TCS,VORTAC,33.28250122,-107.2809982,4905
TDD,VOR-DME,41.9817009,-100.7190018,3180
TDG,VOR-DME,33.57519913,-86.04270172,530
TDT,VORTAC,41.71300125,-79.41729736,1710
TEB,VOR-DME,40.84870148,-74.06220245,10
TFD,VORTAC,32.88589859,-111.9089966,1316
TGE,VOR-DME,32.48460007,-85.66929626,490
THS,VORTAC,39.93320084,-77.95089722,2340
THX,VORTAC,28.50499916,-98.15049744,270
TIK,TACAN,35.43650055,-97.37969971,1251
TKA,VOR-DME,62.29869843,-150.1060028,360
TKO,VORTAC,39.8064003,-98.26000214,1880
TNC,NDB-DME,65.56199646,-167.923996,269
TNP,VORTAC,34.11220169,-115.7699966,1350
TNU,VOR-DME,41.78379822,-93.10900116,980
TNV,VORTAC,30.28849983,-96.05819702,230
TOG,NDB-DME,59.06409836,-160.3739929,21
TOL,TACAN,41.59370041,-83.79940033,671
TON,VORTAC,40.73509979,-78.33129883,2630
TOP,VORTAC,39.13710022,-95.54910278,1070
TOU,VORTAC,48.29990005,-124.6269989,1650
TOY,VORTAC,38.73920059,-89.91860199,570
TPH,VORTAC,38.03070068,-117.0339966,5330
TPL,VOR-DME,31.20929909,-97.42500305,710
TQA,VOR-DME,32.2356987,-99.81680298,2018
TQE,VOR,41.75960159,-96.1785965,1030
TRM,VORTAC,33.62810135,-116.1600037,-87
TTE,VOR-DME,35.9131012,-119.0210037,580
TTH,VORTAC,39.48899841,-87.24900055,610
TTS,TACAN,28.62619972,-80.69580078,57
TTT,VOR-DME,32.86920166,-97.04049683,540
TUL,VORTAC,36.19630051,-95.7881012,770
TUS,VORTAC,32.09519958,-110.9150009,2672
TVC,VORTAC,44.66790009,-85.55000305,910
TVF,VOR-DME,48.06930161,-96.18650055,1110
TVT,VOR-DME,40.45800018,-82.12680054,1340
TWF,VORTAC,42.47990036,-114.4889984,4140
TXC,VORTAC,39.69829941,-103.2149963,4893
TXK,VORTAC,33.51390076,-94.07319641,270
TXO,VORTAC,34.49509811,-102.8399963,4060
TYI,VORTAC,35.97669983,-77.70379639,70
TYR,VOR-DME,32.35589981,-95.40350342,540
TZZ,VOR,38.34420013,-121.810997,32
UBG,VOR-DME,45.35319901,-122.9779968,1440
UCA,VORTAC,43.0265007,-75.16449738,1420
UIA,VOR,31.30949974,-86.39219666,330
UIM,VOR-DME,32.88040161,-95.3667984,520
UIN,VORTAC,39.84790039,-91.27880096,710
UJM,VOR-DME,34.57500076,-90.67440033,241
UKN,VORTAC,43.28010178,-91.53739929,1300
UKW,VORTAC,33.53590012,-97.82129669,1100
ULL,VOR-DME,63.69229889,-170.4700012,380
ULM,NDB-DME,44.31790161,-94.49810028,1010
ULW,VOR-DME,42.09420013,-77.02480316,1620
UNK,VOR-DME,63.89189911,-160.6840057,430
UPP,VORTAC,20.20050049,-155.8430023,1760
URH,VOR-DME,33.94419861,-96.39179993,681
UXM,VOR,35.38040161,-86.2457962,1082
VAD,VORTAC,30.96010017,-83.19339752,213
VAN,VORTAC,33.47480011,-80.44860077,140
VBG,TACAN,34.73260117,-120.5830002,370
VCN,VORTAC,39.53770065,-74.96710205,120
VCT,VOR-DME,28.90029907,-96.97889709,130
VCV,VOR-DME,34.59420013,-117.3899994,2855
VEL,VOR-DME,40.37900162,-109.4929962,5344
VHP,VORTAC,39.81470108,-86.36759949,870
VIH,VOR-DME,38.15409851,-91.70680237,1110
VIO,VOR-DME,42.7867012,-85.49710083,800
VIS,VOR-DME,36.36729813,-119.4820023,263
VKZ,VOR-DME,25.75189972,-80.15440369,5
VLA,VORTAC,39.09370041,-89.16249847,604
VNA,VORTAC,32.21340179,-83.49729919,300
VNN,VOR-DME,38.36199951,-88.80729675,555
VNY,VOR-DME,34.22340012,-118.4919968,810
VOK,TACAN,43.94290161,-90.25900269,961
VQQ,VOR,30.21299934,-81.89089966,70
VRB,VORTAC,27.67840004,-80.48960114,20
VTU,VOR-DME,34.11510086,-119.0490036,1560
VUH,VORTAC,29.26930046,-94.86769867,4
VUZ,VORTAC,33.67020035,-86.89980316,750
VWV,VOR-DME,41.45149994,-83.63870239,660
VXV,VORTAC,35.90480042,-83.8946991,1290
WLK,VOR-DME,66.59950256,-159.9909973,7
XSF,TACAN,39.83810043,-83.84059906,1050
XUB,VOR,39.52690125,-82.97789764,690
YAK,VOR-DME,59.51079941,-139.647995,35
YKM,VORTAC,46.57030106,-120.4449997,980
YKN,VOR-DME,42.91839981,-97.38500214,1301
YNG,VORTAC,41.33100128,-80.67469788,1160
YRK,VORTAC,38.64410019,-82.978302,1040
ZUN,VORTAC,34.96580124,-109.1549988,6550
ZZV,VOR-DME,39.9408989,-81.89260101,900
